Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,19.260086882172537,19.460587858992778,18.822777069393016,18.997239484091956,18.997239484091956,77263802
2010-01-05,19.065290234460274,19.206729488316718,18.99778460141902,19.00119778252397,19.00119778252397,118589433
2010-01-06,18.852127170205918,19.13138942440163,18.71587164312185,19.01127696838498,19.01127696838498,160079014
2010-01-07,19.275430011663733,19.36710801206794,18.80712339947004,19.019813313778265,19.019813313778265,293199862
2010-01-08,19.233274314017663,19.415575904649835,18.97043137374658,19.0276677467538,19.0276677467538,236971564
2010-01-11,19.170433736494772,19.177869678238153,18.834083660697218,19.03592497320192,19.03592497320192,228629869
2010-01-12,18.72248091039115,19.171481322807782,18.544509854931267,19.045134959107756,19.045134959107756,228375528
2010-01-13,19.386540827309442,19.60886127067662,18.903007971849288,19.050394599574176,19.050394599574176,218956352
2010-01-14,19.329049660727886,19.359405546728482,19.008478536711635,19.06198107402867,19.06198107402867,213153504
2010-01-15,18.76067969380259,19.331472668799,18.561969543181693,19.066222585040766,19.066222585040766,186496948
2010-01-19,18.874144476828075,19.129515466885167,18.694725842229474,19.070838464875234,19.070838464875234,207792417
2010-01-20,19.270655656827596,19.4293487605275,18.944530558067594,19.07796876162664,19.07796876162664,91673455
2010-01-21,19.32489231529553,19.597913724475124,18.83330736481195,19.08359641910642,19.08359641910642,195040205
2010-01-22,19.208124267143365,19.387814382320855,19.095148115175125,19.097030134010588,19.097030134010588,226508739
2010-01-25,19.271210029870108,19.377351029916486,18.885489850817883,19.10818480836991,19.10818480836991,135463060
2010-01-26,18.802212375808676,19.35224716446284,18.52236902121271,19.112000285173856,19.112000285173856,172501185
2010-01-27,19.401979879431224,19.669700287119245,18.91182564140178,19.117476157037522,19.117476157037522,191481694
2010-01-28,19.194477669929512,19.200044521576167,18.92859906411064,19.128782039703236,19.128782039703236,90490038
2010-01-29,19.384666183660997,19.650383624722156,18.981413059077838,19.138687022495688,19.138687022495688,145786873
2010-02-01,18.90549849743939,19.263816263402198,18.657392883782524,19.14730265699112,19.14730265699112,115456724
2010-02-02,18.967283210766915,19.16405508450968,18.758275135087857,19.154300838134304,19.154300838134304,175694121
2010-02-03,19.286433614423707,19.450780120148263,19.11927187463954,19.163820072396707,19.163820072396707,99055145
2010-02-04,19.307450094120078,19.540877794887777,19.132294200060702,19.17005491184359,19.17005491184359,96432594
2010-02-05,19.042305080105283,19.273727053360826,18.982105654215122,19.174868383069665,19.174868383069665,163305141
2010-02-08,18.811405364925264,19.387829966358336,18.575567686802525,19.182154423208818,19.182154423208818,100204745
2010-02-09,18.875857751522506,19.280962764005718,18.676954005953636,19.194427854969454,19.194427854969454,98159051
2010-02-10,18.94919121728755,19.387546579906285,18.693558570096386,19.198437720696496,19.198437720696496,120731253
2010-02-11,19.1954726576323,19.427767296336917,19.177646679848397,19.206005964007005,19.206005964007005,97977054
2010-02-12,19.27928616426437,19.31208064838703,19.084131431811446,19.212756842795343,19.212756842795343,110995792
2010-02-16,18.934855050545092,19.281693313652827,18.797688582628165,19.223493841490065,19.223493841490065,181194057
2010-02-17,18.853999339613427,19.466627729510826,18.727596843361177,19.23008703507051,19.23008703507051,88749052
2010-02-18,19.3150235338653,19.32914310080943,19.132773485442552,19.238718116575154,19.238718116575154,117932753
2010-02-19,19.17858950606924,19.45200783149575,19.088167949026936,19.24654816512767,19.24654816512767,102833523
2010-02-22,19.02517201772656,19.482889821944593,18.932010969996146,19.25784513657443,19.25784513657443,63464952
2010-02-23,19.306724754498163,19.518332392904945,18.99139275848824,19.26447180336126,19.26447180336126,135842052
2010-02-24,19.084063888906222,19.41937690899666,18.873126092073782,19.279009645019215,19.279009645019215,72431392
2010-02-25,18.89736095882453,19.543443225519834,18.634655845990032,19.281270364557383,19.281270364557383,102593161
2010-02-26,19.205425201764005,19.449527724311096,18.921919872640157,19.290096387628093,19.290096387628093,62422786
2010-03-01,18.9766981909422,19.527763985234955,18.84453603518356,19.298398592176603,19.298398592176603,76841159
